File,Cluster
1609.08075,4
1609.08139,0
1609.08210,0
1609.08237,4
1609.08412,0
1609.08810,4
1609.09315,0
1609.09405,0
1610.00369,2
1610.00883,4
1610.00956,0
1610.01910,2
1610.02633,0
1610.03017,4
1610.03585,2
1610.03934,0
1610.04416,1
1610.04841,4
1610.05243,0
1610.05256,0
1610.05461,0
1610.05688,4
1610.06053,1
1610.07796,0
1610.07809,0
1610.08462,0
1610.08914,2
1610.09091,4
1610.09333,0
1610.09975,4
1610.09995,0
1611.00483,0
1611.00801,4
1611.01083,4
1611.01101,4
1611.01436,0
1611.01587,0
1611.01839,0
1611.01874,4
1611.01884,4
1611.02027,0
1611.02588,0
1611.02590,0
1611.03382,4
1611.03932,0
1611.04033,0
1611.04358,0
1611.04503,0
1611.04684,4
1611.04741,0
1611.04887,0
1611.06639,4
1611.06671,0
1611.06722,0
1611.07206,0
1611.08562,4
1611.08807,0
1611.09235,0
1611.09441,2
1611.09703,0
1611.09799,0
1611.10122,0
1612.00347,0
1612.00394,0
1612.01197,4
1612.01627,4
1612.01848,0
1612.01928,4
1612.02801,0
1612.03226,4
1612.03791,1
1612.03929,0
1612.03991,0
1612.04426,4
1612.04499,0
1612.04538,1
1612.04629,0
1612.04988,0
1612.05555,4
1612.06027,0
1612.06141,0
1612.06778,4
1612.07495,4
1701.00851,4
1701.00874,4
1701.01623,4
1701.02810,0
1701.02854,1
1701.02901,0
1701.03329,0
1701.03578,0
1701.03682,0
1701.04024,0
1701.08655,0
1702.01147,0
1702.01172,2
1702.01287,0
1702.01815,4
1702.01925,4
1702.02052,0
1702.02211,0
1702.02261,2
1702.02367,0
1702.02426,0
1702.02736,2
1702.03706,4
1702.04066,0
1702.05821,0
1702.06027,0
1702.06478,0
1702.06672,4
1702.06794,4
1702.07015,1
1702.07046,0
1702.07680,4
1702.08217,0
1703.00786,3
1703.01024,4
1703.02136,0
1703.02504,0
1703.02517,2
1703.02860,2
1703.03097,0
1703.03130,4
1703.03640,4
1703.03666,0
1703.03939,4
1703.04417,2
1703.04826,4
1703.08537,0
1703.08885,0
1703.10135,0
1703.10152,4
1703.10186,0
1703.10661,0
1703.10772,0
1704.00051,0
1704.00177,0
1704.00217,4
1704.00559,4
1704.01314,4
1704.01653,4
1704.01748,2
1704.02080,4
1704.02090,4
1704.02293,1
1704.03013,0
1704.03471,0
1704.03693,0
1704.03987,4
1704.04222,4
1704.04441,4
1704.04452,0
1704.04520,0
1704.04601,4
1704.04675,4
1704.04859,0
1704.05347,0
1704.05958,4
1704.06358,1
1704.06380,4
1704.06836,0
1704.06841,4
1704.06851,0
1704.06869,4
1704.06879,0
1704.06913,0
1704.06970,1
1704.06986,0
1704.07129,0
1704.07130,0
1704.07203,2
1704.07441,0
1704.07489,0
1704.07616,4
1704.07751,0
1704.07875,0
1704.07986,0
1704.08795,0
1704.08914,0
1704.08960,0
1704.08966,0
1705.00571,0
1705.00697,0
1705.00861,4
1705.01020,4
1705.02077,0
1705.02304,4
1705.02395,0
1705.03802,0
1705.04304,4
1705.05040,0
1705.05414,0
1705.07267,0
1705.07318,1
1705.07368,0
1705.07371,4
1705.08386,0
1705.09656,2
1705.09724,0
1705.09837,2
1705.09899,2
1705.09906,0
1705.09995,3
1705.10112,2
1705.10754,4
1705.11001,0
1706.00134,0
1706.00245,2
1706.00321,0
1706.00457,0
1706.01322,0
1706.01331,0
1706.01340,4
1706.01427,0
1706.01570,0
1706.01758,0
1706.01839,0
1706.01863,0
1706.01967,0
1706.02095,0
1706.02427,0
1706.02596,0
1706.02909,1
1706.03146,4
1706.03367,1
1706.03610,0
1706.03747,0
1706.03757,0
1706.03799,0
1706.03872,0
1706.03952,4
1706.04389,0
1706.04473,4
1706.04997,0
1706.06177,0
1706.06363,1
1706.06749,0
1706.06987,2
1706.08032,4
1706.08683,0
1706.09031,0
1706.09254,0
1706.09433,0
1706.09453,3
1706.09528,4
1707.00079,0
1707.00248,4
1707.00995,0
1707.01161,0
1707.01355,4
1707.01555,4
1707.01561,0
1707.02377,4
1707.02499,2
1707.03103,4
1707.03490,2
1707.03736,2
1707.03764,0
1707.03968,0
1707.04095,0
1707.04218,4
1707.04408,0
1707.04848,0
1707.05000,4
1707.05236,0
1707.05436,4
1707.05438,4
1707.05481,2
1707.06012,0
1707.06065,4
1707.06167,4
1707.06226,0
1707.06299,4
1707.06378,0
1707.06690,4
1707.06799,4
1707.06806,4
1707.06885,0
1707.06957,4
1707.06961,4
1707.06996,0
1707.07045,4
1707.07048,4
1707.07265,4
1707.07499,0
1707.07601,0
1707.07911,0
1707.08172,0
1707.08290,1
1707.08435,0
1707.08608,1
1707.08660,4
1707.08783,1
1707.08976,4
1707.09443,4
1707.09448,0
1707.09533,0
1707.09569,0
1707.09751,0
1707.09769,0
1708.00160,0
1708.00214,3
1708.00553,4
1708.00726,0
1708.00850,2
1708.00897,0
1708.01372,2
1708.01525,1
1708.01681,1
1708.02182,4
1708.02275,4
1708.02912,0
1708.03246,4
1708.03390,4
1708.03425,4
1708.03492,0
1708.03920,0
1708.04299,0
1708.04765,0
1708.05045,0
1708.05286,0
1708.05466,0
1708.05515,0
1708.05521,4
1708.05719,0
1708.06022,0
1708.06185,4
1708.06510,0
1708.06989,4
1708.07104,2
1708.07624,0
1708.07722,2
1708.08573,0
1708.08585,0
1708.08712,0
1708.09217,4
1708.09789,0
1709.00094,2
1709.00103,0
1709.00226,1
1709.00345,2
1709.00354,4
1709.00575,0
1709.01562,1
1709.01634,2
1709.02271,4
1709.02349,0
1709.03190,2
1709.03637,4
1709.03814,0
1709.03815,0
1709.04491,0
1709.04682,2
1709.04696,4
1709.04820,0
1709.05295,0
1709.05411,2
1709.05413,2
1709.05467,0
1709.05487,0
1709.05599,4
1709.06307,4
1709.07484,0
1709.07858,0
1709.08074,0
1709.08294,4
1709.08624,0
1709.09220,0
1709.09749,0
1709.09816,0
1709.10191,4
1709.10431,0
1710.00346,1
1710.00477,0
1710.00683,0
1710.00689,0
1710.00998,0
1710.01492,2
1710.01504,0
1710.02093,0
1710.02100,0
1710.02437,4
1710.02569,4
1710.02745,4
1710.02772,0
1710.03203,0
1710.03877,0
1710.05370,2
1710.05429,2
1710.05780,0
1710.06071,0
1710.06554,0
1710.07960,0
1710.08721,4
1710.09867,0
1710.10520,0
1710.10585,4
1710.10586,0
1710.10723,0
1710.11301,0
1710.11334,4
1711.00155,0
1711.00247,0
1711.00331,0
1711.00350,0
1711.00354,0
1711.00549,2
1711.00894,0
1711.00938,0
1711.01048,0
1711.01362,2
1711.01505,2
1711.01567,4
1711.02013,4
1711.02281,4
1711.03483,0
1711.03541,0
1711.03602,4
1711.03697,0
1711.03946,4
1711.04079,0
1711.04090,0
1711.04231,4
1711.04289,0
1711.04352,4
1711.04411,4
1711.04452,2
1711.04951,4
1711.04956,4
1711.05066,0
1711.05116,0
1711.05170,4
1711.05217,0
1711.05350,0
1711.05380,4
1711.05467,0
1711.05468,0
1711.05516,0
1711.05568,4
1711.05680,0
1711.06061,0
1711.06196,0
1711.06744,0
1711.07404,0
1711.07611,4
1711.08195,0
1711.08412,4
1711.09285,4
1711.09367,4
1711.09645,0
1711.09684,0
1711.10712,0
1711.11191,4
1711.11508,0
1712.00170,4
1712.00609,0
1712.01562,4
1712.01719,0
1712.01765,3
1712.01807,0
1712.01821,0
1712.02047,4
1712.02856,4
1712.03133,0
1712.03556,4
1712.05181,2
1712.05191,2
1712.05382,4
1712.05626,4
1712.05785,0
1712.06163,2
1712.06289,0
1712.07004,1
1712.07040,0
1712.07229,0
1712.07512,2
1712.07558,2
1712.08439,4
1712.08933,0
1712.09391,0
1712.09827,0
1801.00168,1
1801.00409,0
1801.01331,0
1801.01531,2
1801.01828,0
1801.01900,0
1801.03032,4
1801.03257,0
1801.04354,4
1801.04726,0
1801.04958,0
1801.05032,2
1801.06261,0
1801.06422,0
1801.06607,4
1801.06613,0
1801.07288,4
1801.07495,2
1801.07746,2
1801.07772,0
1801.07883,2
1801.08991,0
1801.09030,0
1801.09536,0
1801.09866,3
1801.10293,0
1802.00231,0
1802.01021,4
1802.01429,0
1802.01451,0
1802.01817,4
1802.02605,1
1802.02892,4
1802.02914,2
1802.02926,0
1802.03594,0
1802.03753,0
1802.04200,0
1802.05092,0
1802.05373,0
1802.05574,0
1802.05667,0
1802.05694,4
1802.06024,0
1802.06893,0
1802.06941,0
1802.07117,0
1802.07374,4
1802.08150,0
1802.08599,0
1802.08614,0
1802.08949,4
1802.08979,0
1802.09233,4
1802.09913,4
1802.09957,2
1802.10279,0
1803.00191,0
1803.00344,0
1803.00831,0
1803.01255,4
1803.01465,0
1803.01580,1
1803.01707,0
1803.02155,4
1803.02245,0
1803.02551,4
1803.03662,2
1803.04000,0
1803.04329,0
1803.04488,0
1803.05547,0
1803.05567,2
1803.05651,4
1803.05655,0
1803.05820,0
1803.06390,2
1803.06397,0
1803.07038,4
1803.07602,4
1803.07640,2
1803.08910,0
1803.08976,4
1803.08991,0
1803.09164,0
1803.09337,0
1803.09832,1
1803.10547,2
1803.11045,2
1803.11138,0
1803.11175,0
1804.00247,4
1804.00316,4
1804.00318,0
1804.00806,0
1804.00831,0
1804.01155,2
1804.01855,0
1804.01963,0
1804.02286,0
1804.02504,0
1804.03209,0
1804.03424,4
1804.03673,0
1804.04003,0
1804.04095,0
1804.04211,0
1804.04242,0
1804.04380,4
1804.05017,0
1804.05095,2
1804.05294,0
1804.05685,0
1804.05825,0
1804.06517,0
1804.06659,4
1804.06716,0
1804.06868,0
1804.06870,0
1804.06876,0
1804.06922,0
1804.07068,1
1804.07097,0
1804.07375,0
1804.07461,0
1804.07587,2
1804.07707,4
1804.07835,0
1804.07853,4
1804.07893,2
1804.08065,0
1804.08117,0
1804.08199,4
1804.08205,0
1804.08217,4
1804.08420,0
1804.08454,0
1804.08477,4
1804.09160,0
1804.09321,0
1804.09530,4
1804.09540,0
1804.09635,2
1804.09849,4
1804.10731,0
1804.10974,1
1804.11258,0
1804.11297,4
1805.00097,4
1805.00150,3
1805.00178,4
1805.00249,4
1805.00471,2
1805.00631,4
1805.00741,0
1805.01054,0
1805.01070,0
1805.01086,4
1805.02036,4
1805.02356,0
1805.02823,0
1805.02937,0
1805.03616,4
1805.03871,4
1805.03989,4
1805.04174,4
1805.04185,4
1805.04218,4
1805.04576,4
1805.04601,4
1805.04658,4
1805.04680,0
1805.04688,1
1805.04715,4
1805.04905,0
1805.04993,0
1805.05089,0
1805.05557,0
1805.05588,0
1805.05593,4
1805.05942,0
1805.06064,0
1805.06093,0
1805.06145,0
1805.06344,0
1805.06502,0
1805.06510,2
1805.06536,4
1805.06556,0
1805.06593,4
1805.06648,4
1805.06816,0
1805.06966,0
1805.07043,4
1805.07231,0
1805.07467,0
1805.07697,0
1805.07745,4
1805.08092,0
1805.08099,2
1805.08154,0
1805.08389,0
1805.09007,1
1805.09355,4
1805.09655,4
1805.09822,0
1805.09906,4
1805.10047,4
1805.10187,4
1805.10190,2
1805.10267,0
1805.10390,0
1805.10399,0
1805.10796,3
1805.10973,4
1805.11025,0
1805.11234,0
1805.11360,4
1805.11461,4
1805.11474,0
1805.11535,4
1805.11653,0
1805.11818,0
1805.12061,4
1805.12070,0
1805.12164,0
1806.00258,0
1806.00699,2
1806.00749,2
1806.00754,0
1806.01264,0
1806.01330,1
1806.01353,0
1806.01483,0
1806.01515,0
1806.02525,0
1806.02814,0
1806.02875,2
1806.02908,0
1806.03191,4
1806.03621,4
1806.03648,4
1806.03740,1
1806.03757,0
1806.03821,0
1806.04185,2
1806.04262,0
1806.04291,2
1806.04313,4
1806.04357,0
1806.04441,0
1806.04535,0
1806.04818,0
1806.04822,4
1806.04856,4
1806.05030,0
1806.05099,4
1806.05178,4
1806.05432,0
1806.05461,0
1806.05480,0
1806.05599,2
1806.05947,0
1806.06571,4
1806.06950,4
1806.06998,0
1806.07304,0
1806.07346,2
1806.07407,4
1806.07999,2
1806.08009,0
1806.08044,0
1806.08097,0
1806.08748,4
1806.09029,0
1806.09030,4
1806.09089,4
1806.09533,0
1806.09835,4
1806.10348,0
1806.11461,4
1807.00099,0
1807.00181,0
1807.00303,0
1807.00735,4
1807.00818,4
1807.00993,4
1807.01395,4
1807.01882,0
1807.02200,0
1807.02202,0
1807.02291,4
1807.02383,2
1807.02748,4
1807.03012,4
1807.03397,2
1807.03491,0
1807.03591,0
1807.03595,0
1807.03950,0
1807.03955,4
1807.04441,0
1807.05151,2
1807.05519,0
1807.05962,0
1807.06234,4
1807.06557,4
1807.06736,4
1807.06882,4
1807.07108,0
1807.07279,4
1807.07517,2
1807.07545,0
1807.07741,4
1807.08077,0
1807.08374,2
1807.09623,0
1807.09671,0
1807.10543,2
1807.10800,0
1807.10854,2
1807.10945,0
1807.11125,0
1807.11243,0
1807.11567,0
1808.00687,4
1808.00694,0
1808.01426,0
1808.01662,0
1808.01916,4
1808.02082,2
1808.02586,0
1808.02733,0
1808.02831,4
1808.03028,0
1808.03507,2
1808.03926,0
1808.03986,0
1808.04122,4
1808.04126,4
1808.04339,4
1808.04670,0
1808.04891,4
1808.05306,0
1808.05312,0
1808.05542,0
1808.06075,4
1808.06110,1
1808.06116,0
1808.06305,4
1808.06729,2
1808.06752,0
1808.06810,1
1808.06834,2
1808.07046,2
1808.07325,4
1808.07531,0
1808.07604,4
1808.07625,4
1808.07688,0
1808.07724,4
1808.08098,4
1808.08432,0
1808.08438,0
1808.08493,0
1808.08504,4
1808.08626,0
1808.08744,4
1808.08745,0
1808.08795,0
1808.08858,0
1808.09029,4
1808.09111,4
1808.09147,4
1808.09238,4
1808.09315,4
1808.09352,0
1808.09357,4
1808.09401,4
1808.09419,0
1808.09422,0
1808.09479,2
1808.09492,0
1808.09502,0
1808.09522,3
1808.09633,4
1808.09888,0
1808.09889,0
1808.09891,0
1808.09942,0
1808.10000,0
1808.10024,1
1808.10239,4
1808.10399,2
1808.10503,4
1808.10701,0
1808.10805,1
1809.00125,0
1809.00151,0
1809.00196,0
1809.00329,0
1809.00388,0
1809.00640,0
1809.00994,0
1809.01285,0
1809.01299,4
1809.01446,4
1809.01452,4
1809.01496,0
1809.01541,0
1809.01576,4
1809.01696,0
1809.02237,4
1809.02393,0
1809.02700,0
1809.02782,2
1809.02796,0
1809.03132,4
1809.03195,0
1809.03211,4
1809.03416,0
1809.03632,2
1809.03664,0
1809.03740,2
1809.03944,0
1809.04047,0
1809.04203,0
1809.04318,0
1809.04556,0
1809.04686,0
1809.04739,0
1809.04838,0
1809.05233,4
1809.05288,0
1809.05679,4
1809.05715,0
1809.05752,2
1809.06309,0
1809.06444,0
1809.06502,0
1809.06590,4
1809.06963,0
1809.07043,0
1809.07070,0
1809.07291,0
1809.07615,0
1809.07721,4
1809.07807,0
1809.08145,2
1809.08761,0
1809.08895,4
1809.08909,4
1809.09528,0
1809.10644,4
1809.10735,0
1809.10853,4
1810.00347,0
1810.00660,0
1810.00662,0
1810.00968,2
1810.01375,0
1810.02100,0
1810.03148,0
1810.03450,0
1810.03459,0
1810.04142,0
1810.04216,4
1810.04528,0
1810.04700,0
1810.05022,0
1810.05320,0
1810.06065,0
1810.06195,4
1810.06368,4
1810.06640,4
1810.06826,0
1810.06898,0
1810.06908,4
1810.07366,0
1810.07513,0
1810.07595,4
1810.07653,0
1810.08135,0
1810.08398,0
1810.08641,4
1810.08680,4
1810.08717,0
1810.08815,4
1810.09302,0
1810.09312,4
1810.09431,2
1810.09536,4
1810.09609,4
1810.10182,4
1810.10320,0
1810.10401,0
1810.10499,0
1810.10639,0
1810.10797,2
1810.10927,4
1810.11101,2
1810.11351,0
1810.11497,0
1810.11954,0
1810.12264,0
1810.12349,0
1810.12566,0
1810.12646,2
1810.12780,4
1810.13223,0
1810.13327,0
1810.13441,0
1811.00127,2
1811.00147,4
1811.00232,0
1811.00239,4
1811.00258,0
1811.00347,0
1811.00633,0
1811.00707,0
1811.00770,2
1811.00787,0
1811.00937,0
1811.00945,0
1811.01062,4
1811.01063,0
1811.01157,4
1811.01183,0
1811.01747,0
1811.01786,2
1811.03039,4
1811.03189,0
1811.03199,0
1811.03276,1
1811.03291,0
1811.03325,0
1811.03519,0
1811.03729,0
1811.03925,4
1811.04201,4
1811.04354,4
1811.04599,2
1811.04670,4
1811.04884,0
1811.04983,0
1811.05021,4
1811.05082,4
1811.05097,4
1811.05370,0
1811.05408,0
1811.05544,0
1811.05563,0
1811.05616,4
1811.05696,0
1811.05825,2
1811.05826,0
1811.06278,2
1811.07021,0
1811.07033,0
1811.07236,4
1811.07497,0
1811.07631,0
1811.07720,4
1811.09353,0
1811.09386,0
1811.09785,0
1811.10278,0
1811.10422,2
1811.10773,4
1811.10971,0
1811.10990,0
1811.11101,4
1811.11374,0
1811.11430,0
1811.12148,0
1811.12728,1
1811.12889,0
1812.01083,0
1812.01207,0
1812.01250,2
1812.01840,0
1812.01879,4
1812.02317,0
1812.02455,0
1812.02627,0
1812.02793,0
1812.04081,2
1812.04238,2
1812.04718,0
1812.04722,4
1812.05035,4
1812.05366,4
1812.05774,0
1812.05936,4
1812.06834,4
1812.06864,4
1812.07207,2
1812.07625,0
1812.07754,3
1812.08033,4
1812.08044,0
1812.08729,0
1812.08879,0
1812.09244,0
1812.09653,0
1812.10037,0
1812.10387,0
1812.10549,2
1812.10628,4
1812.10757,2
1812.10901,0
1901.00056,0
1901.00066,4
1901.01010,0
1901.01183,0
1901.01239,4
1901.01466,0
1901.01642,2
1901.01824,4
1901.02543,2
1901.03459,0
1901.03601,0
1901.03788,0
1901.04112,4
1901.04140,0
1901.04379,4
1901.04831,4
1901.04936,0
1901.05287,0
1901.07129,0
1901.07475,4
1901.07651,4
1901.07656,0
1901.07786,0
1901.07867,0
1901.08149,0
1901.08163,4
1901.08625,0
1901.08759,0
1901.09444,0
1901.09672,0
1901.09755,0
1901.09848,0
1901.09957,2
1901.10125,0
1901.10787,4
1901.11196,4
1901.11344,4
1901.11359,4
1901.11429,0
1902.00175,0
1902.00330,4
1902.00438,4
1902.00496,2
1902.00679,2
1902.01615,0
1902.01718,0
1902.02078,0
1902.02383,4
1902.02709,4
1902.04260,0
1902.05085,0
1902.06833,0
1902.07087,0
1902.07250,0
1902.07938,0
1902.08830,0
1902.08832,0
1902.08955,4
1902.09091,4
1902.09183,0
1902.09381,0
1902.09492,4
1902.09713,4
1902.10118,0
1902.10461,0
1902.10525,4
1902.10526,0
1903.00041,4
1903.00058,4
1903.00161,0
1903.00665,0
1903.00830,0
1903.01284,0
1903.02547,0
1903.02652,0
1903.03243,4
1903.03260,0
1903.04433,0
1903.04870,0
1903.05396,4
1903.05683,0
1903.06765,2
1903.07037,0
1903.07137,4
1903.07435,4
1903.07879,0
1903.07917,0
1903.08734,0
1903.09025,2
1903.09442,0
1903.09460,0
1903.09588,0
1903.09813,0
1903.09878,0
1903.09941,0
1903.10238,4
1903.10671,0
1903.10728,0
1903.11024,0
1903.11283,0
1903.11410,4
1903.11783,0
1903.11919,0
1903.12017,0
1903.12453,0
1903.12626,0
1904.00110,0
1904.00118,4
1904.00132,0
1904.00585,0
1904.00676,0
1904.00761,4
1904.00796,0
1904.01313,4
1904.01587,0
1904.01783,0
1904.01989,0
1904.02036,0
1904.02099,0
1904.02142,4
1904.02357,2
1904.02792,0
1904.02927,0
1904.02981,4
1904.03262,4
1904.03446,4
1904.03454,4
1904.03518,4
1904.03736,0
1904.03879,4
1904.03969,2
1904.04019,0
1904.04307,0
1904.04388,4
1904.04446,4
1904.04498,0
1904.05255,0
1904.05439,2
1904.05862,4
1904.05929,0
1904.06101,0
1904.06286,0
1904.06508,0
1904.06730,0
1904.06779,0
1904.07142,0
1904.07372,0
1904.07826,0
1904.07994,0
1904.08075,0
1904.08292,0
1904.08301,4
1904.08314,0
1904.08455,0
1904.08920,0
1904.09051,1
1904.09122,0
1904.09223,0
1904.09324,4
1904.09380,0
1904.09407,4
1904.09408,0
1904.09442,0
1904.09540,0
1904.09636,0
1904.09679,0
1904.09705,0
1904.09720,0
1904.09745,4
1904.10162,0
1904.10622,0
1904.10635,0
1904.11475,0
1904.11816,4
1904.12166,0
1904.12213,0
1904.13377,4
1905.00079,3
1905.00245,0
1905.00572,2
1905.01338,4
1905.01420,0
1905.01566,4
1905.01712,0
1905.01852,0
1905.01957,0
1905.01963,4
1905.01967,0
1905.01973,2
1905.01974,0
1905.01978,0
1905.02450,0
1905.02623,2
1905.02869,1
1905.02878,4
1905.03423,2
1905.04051,0
1905.05471,0
1905.05615,0
1905.05701,0
1905.05877,0
1905.06319,4
1905.06401,4
1905.06512,0
1905.06638,0
1905.06649,0
1905.06655,0
1905.06831,0
1905.07358,0
1905.07595,4
1905.07689,4
1905.07695,0
1905.08511,0
1905.08704,4
1905.08743,0
1905.08836,0
1905.08868,0
1905.08920,0
1905.09086,2
1905.09263,4
1905.09922,0
1905.10044,0
1905.10650,4
1905.10752,4
1905.10810,0
1905.11006,4
1905.11499,0
1905.11716,2
1905.11833,0
1905.12069,4
1905.12304,4
1905.12516,2
1905.12598,4
1905.12688,0
1905.12713,0
1905.12801,0
1905.12848,0
1905.13164,4
1905.13326,0
1905.13370,4
1905.13418,4
1905.13453,0
1905.13497,0
1905.13687,2
1906.00048,0
1906.00080,2
1906.00112,0
1906.00266,0
1906.00300,0
1906.00347,0
1906.00378,0
1906.00424,0
1906.01154,4
1906.01181,0
1906.01268,4
1906.01351,0
1906.01359,0
1906.01378,4
1906.01515,0
1906.01702,0
1906.01781,4
1906.01794,4
1906.01833,4
1906.02002,4
1906.02124,0
1906.02125,4
1906.02126,1
1906.02127,0
1906.02128,0
1906.02243,2
1906.02376,4
1906.02448,0
1906.02510,1
1906.02622,0
1906.02738,0
1906.02829,0
1906.02868,2
1906.02916,0
1906.03158,0
1906.03249,0
1906.03348,0
1906.03360,0
1906.03538,2
1906.03634,0
1906.03692,0
1906.03731,4
1906.03753,4
1906.04164,0
1906.04165,0
1906.04225,4
1906.04362,0
1906.04382,0
1906.04501,4
1906.04772,4
1906.04943,4
1906.05061,0
1906.05317,0
1906.05381,4
1906.05551,4
1906.05725,0
1906.05786,0
1906.06003,4
1906.06187,0
1906.06207,4
1906.06349,1
1906.06550,0
1906.06755,0
1906.06905,0
1906.07093,0
1906.07220,0
1906.07285,0
1906.07523,0
1906.07599,4
1906.07668,2
1906.07689,0
1906.07901,0
1906.08069,0
1906.08237,0
1906.08318,0
1906.08340,4
1906.08570,0
1906.08711,4
1906.08876,0
1906.08942,0
1906.08976,2
1906.09308,0
1906.09317,0
1906.09450,0
1906.09532,4
1906.09556,0
1906.09795,4
1906.09821,0
1906.09912,0
1906.10198,0
1906.10519,0
1906.11298,1
1906.11521,4
1906.11604,0
1906.11608,0
1906.11943,0
1906.12035,0
1906.12284,4
1907.00181,2
1907.00184,4
1907.00390,4
1907.00443,4
1907.00462,2
1907.00477,0
1907.00505,4
1907.00620,0
1907.00735,0
1907.00900,0
1907.00962,0
1907.01118,2
1907.01302,0
1907.01468,2
1907.01668,4
1907.01677,0
1907.01791,0
1907.02052,0
1907.02065,0
1907.02106,2
1907.02205,4
1907.02427,0
1907.02884,0
1907.03110,0
1907.03224,4
1907.03233,4
1907.03920,2
1907.03927,0
1907.04224,0
1907.04347,0
1907.04355,0
1907.04780,0
1907.04882,4
1907.05048,4
1907.05343,4
1907.05545,4
1907.05757,4
1907.05839,1
1907.05955,4
1907.06616,0
1907.06944,0
1907.07323,4
1907.07826,0
1907.08158,4
1907.08167,2
1907.08469,0
1907.08722,0
1907.09169,0
1907.09369,0
1907.09636,4
1907.10302,0
1907.10362,0
1907.10371,0
1907.10738,0
1907.10761,4
1907.11512,4
1907.11692,0
1907.11983,0
1907.12484,0
1907.12524,4
1907.12885,0
1907.13356,0
1908.00323,0
1908.00588,0
1908.01355,1
1908.01699,2
1908.01843,0
1908.01968,4
1908.02284,4
1908.02286,0
1908.02322,2
1908.03402,0
1908.04211,4
1908.04364,0
1908.04530,0
1908.04567,0
1908.04660,0
1908.04664,0
1908.04777,0
1908.04926,0
1908.05344,0
1908.05391,0
1908.05852,0
1908.05947,0
1908.06083,0
1908.06138,0
1908.06216,0
1908.06267,4
1908.06809,0
1908.06926,4
1908.06931,0
1908.06938,0
1908.07125,0
1908.07162,0
1908.07218,0
1908.07690,0
1908.07705,4
1908.07816,0
1908.07820,0
1908.07831,0
1908.07832,0
1908.07836,0
1908.08594,0
1908.08971,2
1908.09138,0
1908.09156,2
1908.09283,0
1908.09605,0
1908.09641,1
1908.09659,4
1908.09785,0
1908.09892,0
1908.09921,0
1908.09951,2
1908.10118,4
1908.10275,2
1908.10719,0
1908.10896,0
1908.10909,0
1908.10917,0
1908.10970,0
1908.11007,0
1908.11017,0
1908.11152,2
1908.11216,0
1908.11254,0
1908.11302,2
1908.11326,0
1908.11443,0
1908.11487,4
1908.11511,0
1908.11521,4
1908.11522,4
1908.11536,0
1908.11546,0
1908.11790,0
1908.11813,0
1908.11860,0
1909.00080,4
1909.00109,0
1909.00124,4
1909.00140,0
1909.00153,0
1909.00157,0
1909.00160,0
1909.00161,0
1909.00170,0
1909.00277,0
1909.00279,0
1909.00310,0
1909.00338,2
1909.00352,4
1909.00383,4
1909.00421,0
1909.00574,4
1909.00596,0
1909.00694,0
1909.00930,4
1909.00931,0
1909.01013,4
1909.01053,4
1909.01101,0
1909.01214,0
1909.01259,0
1909.01388,0
1909.01441,0
1909.01482,0
1909.01700,4
1909.01720,4
1909.01761,4
1909.02059,0
1909.02074,4
1909.02097,0
1909.02126,2
1909.02209,0
1909.02224,0
1909.02235,0
1909.02399,2
1909.02476,2
1909.02635,0
1909.02776,0
1909.02809,2
1909.02857,0
1909.03022,4
1909.03084,4
1909.03104,4
1909.03135,0
1909.03223,0
1909.03227,4
1909.03368,4
1909.03409,2
1909.03477,4
1909.03716,0
1909.03922,0
1909.04002,0
1909.04165,0
1909.04181,0
1909.04225,0
1909.04455,2
1909.04758,0
1909.04849,1
1909.05016,2
1909.05246,0
1909.05311,4
1909.05438,0
1909.05645,0
1909.05658,0
1909.05780,0
1909.05803,4
1909.05858,0
1909.05863,0
1909.05885,0
1909.06058,0
1909.06146,0
1909.06162,4
1909.06194,0
1909.06200,0
1909.06249,0
1909.06276,4
1909.06414,0
1909.06502,0
1909.06564,0
1909.07158,4
1909.07342,0
1909.07405,0
1909.07586,4
1909.07606,0
1909.07863,0
1909.07913,0
1909.08090,4
1909.08166,4
1909.08306,0
1909.08686,2
1909.08700,4
1909.08975,0
1909.09220,0
1909.09270,0
1909.09317,4
1909.09480,0
1909.09483,0
1909.09484,0
1909.09524,0
1909.09700,0
1909.09993,0
1909.10413,0
1909.10416,4
1909.10430,0
1909.10481,0
1909.10852,0
1909.10892,0
1909.11049,4
1909.11189,2
1909.11258,0
1909.11297,4
1909.11706,0
1909.11833,0
1909.12016,0
1909.12131,0
1909.12163,4
1909.12411,0
1909.12434,0
1909.12440,0
1909.12622,0
1909.13006,0
1909.13016,0
1909.13162,0
1909.13362,0
1909.13425,0
1909.13537,4
1909.13568,4
1909.13838,0
1909.13872,4
1910.00058,0
1910.00294,0
1910.00373,0
1910.00515,2
1910.00716,4
1910.01108,0
1910.01244,0
1910.01441,0
1910.01489,4
1910.01709,0
1910.01769,0
1910.01859,4
1910.02223,2
1910.02228,0
1910.02267,0
1910.02677,0
1910.02754,0
1910.02766,0
1910.03270,2
1910.03375,0
1910.03484,0
1910.03487,0
1910.03678,2
1910.03940,0
1910.04385,4
1910.05014,2
1910.05040,0
1910.05603,0
1910.06204,0
1910.06262,0
1910.06393,4
1910.07000,0
1910.07060,4
1910.07117,0
1910.07179,0
1910.07221,0
1910.07323,4
1910.07468,0
1910.07475,0
1910.07601,4
1910.07834,0
1910.08192,4
