,Precision,Recall,F1,Support
cs.AI,0.4583333333333333,0.3513215859030837,0.39775561097256856,908.0
cs.AR,0.5147058823529411,0.6086956521739131,0.5577689243027888,115.0
cs.CC,0.40298507462686567,0.3103448275862069,0.35064935064935066,87.0
cs.CE,0.5614035087719298,0.38095238095238093,0.45390070921985815,168.0
cs.CG,0.4594594594594595,0.4,0.4276729559748428,85.0
cs.CL,0.7292746113989638,0.7948235294117647,0.760639495609097,2125.0
cs.CR,0.6797040169133193,0.7019650655021834,0.6906552094522019,916.0
cs.CV,0.8124529249309566,0.8310220852593734,0.8216326012441285,3894.0
cs.CY,0.460431654676259,0.43340857787810383,0.44651162790697674,443.0
cs.DB,0.5045454545454545,0.444,0.4723404255319149,250.0
cs.DC,0.5145833333333333,0.5369565217391304,0.5255319148936171,460.0
cs.DL,0.6056338028169014,0.6187050359712231,0.6120996441281139,139.0
cs.DM,0.375,0.22641509433962265,0.2823529411764706,106.0
cs.DS,0.4311594202898551,0.4779116465863454,0.4533333333333333,249.0
cs.ET,0.6,0.39759036144578314,0.4782608695652174,83.0
cs.FL,0.6527777777777778,0.4895833333333333,0.5595238095238095,96.0
cs.GL,0.0,0.0,0.0,6.0
cs.GR,0.4,0.1951219512195122,0.26229508196721313,82.0
cs.GT,0.6827309236947792,0.6967213114754098,0.6896551724137931,244.0
cs.HC,0.5483146067415731,0.4949290060851927,0.5202558635394456,493.0
cs.IR,0.6269113149847095,0.4606741573033708,0.5310880829015544,445.0
cs.IT,0.7949579831932773,0.8269230769230769,0.8106255355612683,1144.0
cs.LG,0.6468568409931326,0.755397902529303,0.6969265793966989,3242.0
cs.LO,0.5654761904761905,0.5993690851735016,0.5819295558958653,317.0
cs.MA,0.4107142857142857,0.21100917431192662,0.2787878787878788,109.0
cs.MM,0.2727272727272727,0.07142857142857142,0.11320754716981132,84.0
cs.MS,0.47368421052631576,0.25,0.32727272727272727,36.0
cs.NA,0.4375,0.1794871794871795,0.2545454545454545,39.0
cs.NE,0.5815217391304348,0.44398340248962653,0.5035294117647059,241.0
cs.NI,0.6532846715328468,0.6151202749140894,0.6336283185840708,582.0
cs.OH,0.2608695652173913,0.08823529411764706,0.13186813186813187,68.0
cs.OS,1.0,0.058823529411764705,0.1111111111111111,17.0
cs.PF,0.4,0.041666666666666664,0.07547169811320754,48.0
cs.PL,0.5562130177514792,0.5108695652173914,0.5325779036827195,184.0
cs.RO,0.7557392102846648,0.7571297148114076,0.7564338235294118,1087.0
cs.SC,0.5416666666666666,0.37142857142857144,0.4406779661016949,35.0
cs.SD,0.6636771300448431,0.5896414342629482,0.6244725738396625,251.0
cs.SE,0.5650224215246636,0.6483704974271012,0.6038338658146964,583.0
cs.SI,0.6010498687664042,0.5932642487046632,0.5971316818774446,386.0
cs.SY,0.55,0.5032679738562091,0.5255972696245734,153.0
Accuracy,0.6721,0.6721,0.6721,0.6721
Macro Average,0.543784204379957,0.44916395718318947,0.47233881647118575,20000.0
Weighted Average,0.6627937795862047,0.6721,0.6635607554371483,20000.0
