,Precision,Recall,F1,Support
cs.AI,0.47959183673469385,0.3623348017621145,0.4127979924717691,908.0
cs.AR,0.5196850393700787,0.5739130434782609,0.5454545454545454,115.0
cs.CC,0.4375,0.3218390804597701,0.3708609271523179,87.0
cs.CE,0.5585585585585585,0.36904761904761907,0.4444444444444444,168.0
cs.CG,0.48,0.4235294117647059,0.45,85.0
cs.CL,0.7429824561403509,0.7971764705882353,0.7691259931895573,2125.0
cs.CR,0.6863157894736842,0.7117903930131004,0.6988210075026795,916.0
cs.CV,0.8206671682969652,0.8402670775552131,0.8303514782388022,3894.0
cs.CY,0.48095238095238096,0.45598194130925507,0.4681344148319815,443.0
cs.DB,0.5255813953488372,0.452,0.4860215053763441,250.0
cs.DC,0.514161220043573,0.5130434782608696,0.5136017410228509,460.0
cs.DL,0.6382978723404256,0.6474820143884892,0.6428571428571429,139.0
cs.DM,0.36363636363636365,0.2641509433962264,0.30601092896174864,106.0
cs.DS,0.43416370106761565,0.4899598393574297,0.46037735849056605,249.0
cs.ET,0.5862068965517241,0.40963855421686746,0.48226950354609927,83.0
cs.FL,0.6376811594202898,0.4583333333333333,0.5333333333333333,96.0
cs.GL,0.0,0.0,0.0,6.0
cs.GR,0.3333333333333333,0.17073170731707318,0.22580645161290322,82.0
cs.GT,0.676,0.6926229508196722,0.6842105263157895,244.0
cs.HC,0.5615212527964206,0.5091277890466531,0.5340425531914894,493.0
cs.IR,0.6443768996960486,0.4764044943820225,0.5478036175710594,445.0
cs.IT,0.8033898305084746,0.8286713286713286,0.8158347676419966,1144.0
cs.LG,0.6487678339818418,0.7714373843306601,0.7048048471185008,3242.0
cs.LO,0.5454545454545454,0.5678233438485805,0.5564142194744977,317.0
cs.MA,0.3787878787878788,0.22935779816513763,0.2857142857142857,109.0
cs.MM,0.38461538461538464,0.11904761904761904,0.18181818181818182,84.0
cs.MS,0.5789473684210527,0.3055555555555556,0.4,36.0
cs.NA,0.4,0.20512820512820512,0.2711864406779661,39.0
cs.NE,0.5674157303370787,0.4190871369294606,0.4821002386634845,241.0
cs.NI,0.6560283687943262,0.6357388316151202,0.6457242582897034,582.0
cs.OH,0.22727272727272727,0.07352941176470588,0.1111111111111111,68.0
cs.OS,1.0,0.058823529411764705,0.1111111111111111,17.0
cs.PF,0.5,0.041666666666666664,0.07692307692307693,48.0
cs.PL,0.573170731707317,0.5108695652173914,0.5402298850574713,184.0
cs.RO,0.7711627906976745,0.7626494940202392,0.7668825161887142,1087.0
cs.SC,0.5652173913043478,0.37142857142857144,0.4482758620689655,35.0
cs.SD,0.6787330316742082,0.5976095617529881,0.635593220338983,251.0
cs.SE,0.6024844720496895,0.6655231560891939,0.632436837815811,583.0
cs.SI,0.5979899497487438,0.616580310880829,0.6071428571428571,386.0
cs.SY,0.5563380281690141,0.5163398692810458,0.535593220338983,153.0
Accuracy,0.68035,0.68035,0.68035,0.68035
Macro Average,0.5539247346821412,0.45590605708254933,0.4803805600765282,20000.0
Weighted Average,0.6717291811642303,0.68035,0.6720197451192719,20000.0
