,Precision,Recall,F1,Support
cs.AI,0.44877344877344877,0.34251101321585903,0.3885071830106184,908.0
cs.AR,0.5348837209302325,0.6,0.5655737704918032,115.0
cs.CC,0.39705882352941174,0.3103448275862069,0.34838709677419355,87.0
cs.CE,0.5471698113207547,0.34523809523809523,0.4233576642335766,168.0
cs.CG,0.5277777777777778,0.4470588235294118,0.4840764331210191,85.0
cs.CL,0.7287766652154984,0.7877647058823529,0.757123473541384,2125.0
cs.CR,0.6828478964401294,0.6910480349344978,0.6869234943027672,916.0
cs.CV,0.8021457085828343,0.8256291730868002,0.8137180460642875,3894.0
cs.CY,0.4566744730679157,0.4401805869074492,0.4482758620689655,443.0
cs.DB,0.5047619047619047,0.424,0.4608695652173913,250.0
cs.DC,0.5249457700650759,0.5260869565217391,0.5255157437567861,460.0
cs.DL,0.6615384615384615,0.6187050359712231,0.6394052044609665,139.0
cs.DM,0.37333333333333335,0.2641509433962264,0.30939226519337015,106.0
cs.DS,0.4632352941176471,0.5060240963855421,0.4836852207293666,249.0
cs.ET,0.6037735849056604,0.3855421686746988,0.47058823529411764,83.0
cs.FL,0.676056338028169,0.5,0.5748502994011976,96.0
cs.GL,0.0,0.0,0.0,6.0
cs.GR,0.3333333333333333,0.17073170731707318,0.22580645161290322,82.0
cs.GT,0.664,0.680327868852459,0.6720647773279352,244.0
cs.HC,0.571753986332574,0.5091277890466531,0.5386266094420601,493.0
cs.IR,0.6524390243902439,0.48089887640449436,0.553686934023286,445.0
cs.IT,0.8028764805414551,0.8295454545454546,0.8159931212381771,1144.0
cs.LG,0.6395833333333333,0.757557063541024,0.6935893815306411,3242.0
cs.LO,0.5660919540229885,0.6214511041009464,0.5924812030075188,317.0
cs.MA,0.4090909090909091,0.24770642201834864,0.30857142857142855,109.0
cs.MM,0.375,0.14285714285714285,0.20689655172413793,84.0
cs.MS,0.47368421052631576,0.25,0.32727272727272727,36.0
cs.NA,0.32,0.20512820512820512,0.25,39.0
cs.NE,0.5977653631284916,0.44398340248962653,0.5095238095238095,241.0
cs.NI,0.6470588235294118,0.6237113402061856,0.6351706036745407,582.0
cs.OH,0.24,0.08823529411764706,0.12903225806451613,68.0
cs.OS,0.3333333333333333,0.058823529411764705,0.1,17.0
cs.PF,0.5,0.0625,0.1111111111111111,48.0
cs.PL,0.59375,0.5163043478260869,0.5523255813953488,184.0
cs.RO,0.7758784425451092,0.7516099356025759,0.7635514018691589,1087.0
cs.SC,0.5384615384615384,0.4,0.45901639344262296,35.0
cs.SD,0.6769911504424779,0.6095617529880478,0.6415094339622641,251.0
cs.SE,0.5725308641975309,0.6363636363636364,0.602761982128351,583.0
cs.SI,0.6,0.6062176165803109,0.6030927835051546,386.0
cs.SY,0.5228758169934641,0.5228758169934641,0.5228758169934641,153.0
Accuracy,0.67175,0.67175,0.67175,0.67175
Macro Average,0.5335062894147692,0.45574506919303126,0.47988024797707424,20000.0
Weighted Average,0.6630979235506334,0.67175,0.6638543092985961,20000.0
