ID,Score
2411.06657,1.660160870442876E-05
2410.06243,1.660157725818145E-05
2411.15128,1.660146166202885E-05
2304.00020,1.6601252120401226E-05
2309.06641,1.6599866227140728E-05
2011.08981,1.657639286435348E-05
2405.14094,1.6573113575057757E-05
2309.16779,1.65455134252875E-05
2309.05253,1.6490740962068225E-05
2206.04039,1.6467354140331247E-05
2410.23501,1.645168046191693E-05
1802.09914,1.64513622039155E-05
2405.05386,1.6450851249167218E-05
2305.17193,1.6449029389868575E-05
2207.03081,1.644779052012505E-05
2308.02597,1.644646466297091E-05
2301.03589,1.644417948103804E-05
2312.12102,1.6408662631777566E-05
2305.17570,1.640755601386043E-05
2207.09025,1.6405555043919313E-05
2104.14870,1.6405404721727834E-05
2404.09828,1.6405241055776143E-05
2406.04039,1.639840198645039E-05
2009.01027,1.637505843933693E-05
2406.08447,1.6374889384846114E-05
2310.20703,1.6372212980913178E-05
2402.08726,1.6369697271556776E-05
1908.00722,1.6368477992088232E-05
1904.07451,1.6367532716306524E-05
1412.6614,1.6365268304439406E-05
2008.06775,1.6365182535280714E-05
2310.01110,1.6364245221993713E-05
2305.09828,1.6363723912289497E-05
1905.08419,1.6363340658681452E-05
1807.06906,1.6363322769494457E-05
2008.06035,1.636314325558984E-05
2310.02712,1.6362704554508807E-05
1707.09938,1.6362681411370675E-05
1806.09748,1.6362681411370665E-05
2110.13100,1.63624330533578E-05
2009.06114,1.636214689199936E-05
2407.05385,1.636147649199207E-05
2009.03651,1.636116148004232E-05
2101.11453,1.636056603043099E-05
2001.11366,1.6360305247115483E-05
1902.00577,1.635968456015434E-05
1809.02383,1.635904472602903E-05
1809.00946,1.6359044726029026E-05
2207.10156,1.6354769815025808E-05
2206.11229,1.6350208502818754E-05
2410.14710,1.6348844381084235E-05
1503.01444,1.6347519760138972E-05
2103.17267,1.6342449545215154E-05
2106.04627,1.6342195303117486E-05
2209.10537,1.634207637465307E-05
2410.08069,1.6340912048888862E-05
2405.14147,1.634065577782339E-05
1507.02154,1.633996989450498E-05
2101.11550,1.6333487194435986E-05
2011.11449,1.6326768660451545E-05
2006.06618,1.6312201549918782E-05
1602.07764,1.6311852407433924E-05
1606.03601,1.6311301963602072E-05
2407.01745,1.6305008727318338E-05
2111.00705,1.6291559788957556E-05
2302.07869,1.628645682469866E-05
2104.02640,1.6282285186857705E-05
2002.01742,1.6271118862022893E-05
2303.11373,1.626602569796254E-05
2112.05657,1.625295916533474E-05
2104.08614,1.622439212977019E-05
2411.12901,1.620275301429991E-05
2106.10165,1.6191960361434716E-05
1301.2603,1.6182243164079135E-05
2209.02965,1.615742891900756E-05
2102.02730,1.6143352326635634E-05
2001.03108,1.6143352326635634E-05
2402.04888,1.613729843046724E-05
2303.11717,1.6136177169721557E-05
2403.06041,1.6134915204868086E-05
2106.02067,1.6127193914146547E-05
2403.13344,1.610991278385813E-05
2208.08449,1.60988404906279E-05
2110.02771,1.6078079062553455E-05
2405.08005,1.607804850333459E-05
1912.13463,1.6075638734523214E-05
2305.14366,1.6074901527819586E-05
1901.07878,1.607481502863523E-05
2410.19774,1.606548111449241E-05
2210.12135,1.6060214375587308E-05
1912.01879,1.604963570615676E-05
2402.12499,1.603760413627048E-05
2410.00078,1.602095071999875E-05
2012.04226,1.6007297290804324E-05
2410.23373,1.6005636536417644E-05
1612.02954,1.60018905814919E-05
2208.00374,1.6001139003827232E-05
1612.01928,1.5999991687278605E-05
1501.04346,1.5990059282403365E-05
1905.05701,1.5988288345112774E-05
2406.16911,1.598755849896163E-05
2001.08837,1.5987513836540914E-05
1905.05700,1.5986256206306966E-05
1802.03268,1.5982687456767446E-05
1804.01523,1.5977871939871996E-05
1907.07804,1.59765550752246E-05
2310.13103,1.5975390415650775E-05
2404.11335,1.597392285080292E-05
2410.20018,1.5967644509104755E-05
2411.01639,1.5966884052964005E-05
2210.15185,1.596629771637694E-05
2209.09239,1.596545584519351E-05
2212.07398,1.5964571031845813E-05
2309.05665,1.596337533509373E-05
2409.00951,1.596283774451617E-05
2011.12149,1.59626175401596E-05
2410.06014,1.5962439590572264E-05
2411.08878,1.596190441869311E-05
2110.15360,1.5961553278736016E-05
1905.12612,1.596143042634895E-05
2308.16893,1.5961147436313445E-05
2205.15997,1.5961073590102486E-05
2205.15862,1.5960629228841936E-05
2003.06082,1.596017574066412E-05
2405.08576,1.5959835994479396E-05
2206.08077,1.595951013980995E-05
2010.09662,1.5958904873348673E-05
2110.10563,1.5958861205453958E-05
2301.03512,1.5958557149568325E-05
2205.06333,1.5958341101516246E-05
2101.06557,1.595819168694004E-05
2405.00876,1.5958086221712447E-05
2009.11044,1.5958072211906236E-05
2403.08215,1.595802984526082E-05
2101.04882,1.595786380010754E-05
2303.12076,1.5957560215959407E-05
2111.02736,1.595750178979666E-05
2012.09242,1.5957456245164265E-05
2109.08817,1.595695042863925E-05
2112.01511,1.5956939914184747E-05
2301.03844,1.5956911594494475E-05
2202.09735,1.595687017101301E-05
1709.02249,1.5956721786502174E-05
2309.15302,1.5956478634846202E-05
2309.02022,1.595634125230862E-05
1904.04281,1.59562999668204E-05
2201.07706,1.5956227702958835E-05
2303.02731,1.5956021754460952E-05
2212.14447,1.5955948826832047E-05
2410.11591,1.5955890843153963E-05
2407.11771,1.5955873047369698E-05
2411.14092,1.5955746684908662E-05
2411.13251,1.5955717542954655E-05
2302.05624,1.5955656038992735E-05
2304.06520,1.595565115420589E-05
2407.04712,1.595563680857418E-05
2409.18104,1.595560473591851E-05
2404.16833,1.5955599550242503E-05
1909.12271,1.5955387712352277E-05
2407.04986,1.5955284626441044E-05
2406.17162,1.5955284626441044E-05
2404.09359,1.5955284626441044E-05
2401.02424,1.5955284626441044E-05
2106.07550,1.5955284626441044E-05
1905.03715,1.5955284626441044E-05
2402.02460,1.595528462644104E-05
1711.10561,1.595519907034814E-05
2210.09846,1.595509407538212E-05
2409.17208,1.5955094075382117E-05
2311.08094,1.5955094075382117E-05
2109.13333,1.5955094075382117E-05
2411.04838,1.5950772280506907E-05
2405.01460,1.5949968535950903E-05
1707.06757,1.594828072896695E-05
2306.08970,1.5948244441886895E-05
2209.06015,1.5946941565309406E-05
2305.03173,1.5945452254585416E-05
2306.07178,1.594002280886238E-05
2307.08672,1.5937416629915727E-05
2402.04660,1.593647318244423E-05
2211.10227,1.593647318244423E-05
2211.00286,1.5926723007854595E-05
2205.08518,1.5918161304544218E-05
2305.06934,1.591100552079584E-05
2410.18462,1.5902545099978848E-05
2102.13135,1.5902294148853347E-05
2112.07464,1.589958621680663E-05
2212.07786,1.5886631343821264E-05
2409.16408,1.5885648923835014E-05
1805.08095,1.5884736872576573E-05
2402.02246,1.5882159329351045E-05
2411.01034,1.5879728797754617E-05
1709.07808,1.5876420289088548E-05
2205.09576,1.5869148336154815E-05
2211.01962,1.5865155358348404E-05
2406.07662,1.586336355926482E-05
2101.12416,1.5852739282849385E-05
1806.00952,1.5851108030052248E-05
2010.04440,1.5849776733850795E-05
2212.02397,1.584379021313346E-05
2210.09957,1.5835270016088092E-05
2301.09799,1.5835062210254048E-05
2406.07920,1.583479566446836E-05
2306.14079,1.5827708503887885E-05
2210.17416,1.582420467585098E-05
2406.02497,1.58235462841717E-05
2307.02496,1.580450247118675E-05
2405.09588,1.5801416085447238E-05
1804.00097,1.5800948385711565E-05
2211.09619,1.579382086415066E-05
2006.03937,1.579169291428394E-05
2411.09266,1.5790081029166246E-05
2009.10159,1.5767747293182745E-05
1704.04313,1.576362371645846E-05
2306.06767,1.576336003508912E-05
2411.01391,1.5759075138827644E-05
2404.00027,1.574572777640244E-05
1909.13003,1.5744300167876544E-05
2410.03293,1.5736842349035914E-05
2112.01839,1.5732804839982188E-05
2008.12775,1.5729996473202616E-05
2401.12485,1.572780335105837E-05
2012.11841,1.571990894118591E-05
1903.11991,1.571527855713231E-05
2307.14085,1.571495845517275E-05
2212.14426,1.5708264620274426E-05
2404.10378,1.5708130416997178E-05
2001.00234,1.5706705238199726E-05
2201.10989,1.5699905945395105E-05
1905.08622,1.5696738293492924E-05
2002.12873,1.56865070318904E-05
2003.04492,1.5685109570841312E-05
1809.10274,1.568461028294597E-05
2204.08454,1.5683427119147964E-05
2106.07708,1.568240766664874E-05
2304.13639,1.568136684126693E-05
2203.08812,1.5680615739898077E-05
2411.01144,1.5680011434717806E-05
2407.21739,1.5678697418924628E-05
2406.02529,1.5678181524933006E-05
2305.13093,1.5678126814762607E-05
2205.10757,1.5678119516270688E-05
2403.14977,1.5677823469770175E-05
2105.10288,1.5677526216512556E-05
2008.11149,1.5677211147657585E-05
2309.02140,1.567721114765758E-05
2206.05288,1.567721114765758E-05
2204.09051,1.567721114765758E-05
2402.03049,1.567624896618539E-05
2210.09943,1.5674979076829226E-05
2411.02471,1.5673109013033027E-05
2406.11988,1.5670333297360937E-05
2206.13342,1.5669698888560402E-05
2305.03691,1.5668805569934652E-05
2402.09939,1.5661322526449664E-05
2208.03848,1.5645237251936183E-05
2012.01778,1.564147916856932E-05
2305.06386,1.5641389350235803E-05
1603.06554,1.5640482259271684E-05
2312.15686,1.563949452315536E-05
1401.0742,1.5638417819570332E-05
2209.00793,1.5634416115582197E-05
2105.10005,1.5633408415104176E-05
2011.04672,1.562147928804679E-05
2409.18426,1.561834165851894E-05
1904.08067,1.5618221140457764E-05
1402.2058,1.5614902701153505E-05
2111.02306,1.5613000768609512E-05
2308.05893,1.56101390956853E-05
2110.05497,1.5601896403187516E-05
1910.13122,1.5600957949079348E-05
1406.5429,1.5600793045034762E-05
1610.02784,1.5597021768309726E-05
0905.4435,1.559512646937412E-05
2106.06043,1.5594533433154155E-05
1903.02547,1.559176055630133E-05
1202.5226,1.559046992815238E-05
2402.05941,1.5585077720113735E-05
2012.15203,1.5573073135491178E-05
2312.13185,1.5571433884812292E-05
2006.06627,1.5568294429656454E-05
2410.23308,1.5567668825709654E-05
2402.00891,1.556401035169341E-05
2305.00402,1.5557617178876504E-05
2002.10069,1.555678567792269E-05
2106.04024,1.5556489545344127E-05
1908.09002,1.5553849381292546E-05
9911100,1.554505851484256E-05
2111.13928,1.5544853444823742E-05
2404.04548,1.5544132000217576E-05
2107.11064,1.5535788827273564E-05
1810.11861,1.553326040383194E-05
2402.04355,1.5531206372541497E-05
1911.04974,1.5530559407257562E-05
2311.00927,1.5529937221210657E-05
2009.09899,1.5523861570035446E-05
1709.08878,1.5523269185569045E-05
2210.14593,1.5517902723242428E-05
1907.11711,1.5512266378631494E-05
1812.01106,1.551094635007274E-05
2012.05694,1.550660250418317E-05
1905.04730,1.550017076643473E-05
1805.08191,1.54987124392466E-05
1807.11156,1.5496678837764286E-05
1604.06626,1.5496678837764286E-05
1903.04974,1.549647498358791E-05
2103.03060,1.5495846493401924E-05
2303.14962,1.5494741916182103E-05
2305.16347,1.5492677686782708E-05
2108.01899,1.5492024678887792E-05
2112.10017,1.5491149666579577E-05
2409.10594,1.5490610176436168E-05
2303.01584,1.548892644048713E-05
2205.10937,1.5488756622004424E-05
1612.01294,1.5488150307769708E-05
2109.07869,1.548499979094116E-05
1906.07122,1.5478885541927344E-05
2106.02634,1.5478578460671904E-05
2305.02803,1.5474539742251532E-05
2401.08655,1.547291749872809E-05
2212.11083,1.546240202885742E-05
2102.01867,1.5460904947507847E-05
2107.05298,1.546042151648105E-05
2405.07393,1.5459500852463316E-05
2405.12807,1.545919600956838E-05
2107.00593,1.5453175674444998E-05
2103.15758,1.5452183833091843E-05
1906.09023,1.5448545845488026E-05
2410.00079,1.5444125551845257E-05
2208.12534,1.5441586753947285E-05
2304.02396,1.5441282798706412E-05
2404.16879,1.543991746375283E-05
2404.05695,1.543974151053805E-05
2404.19087,1.543915803539528E-05
2410.24058,1.5439105659724763E-05
2201.01388,1.5438659807077017E-05
1909.11015,1.5437785473502008E-05
2201.00402,1.5436834454060723E-05
2004.02164,1.543493846878597E-05
2301.00032,1.5432639331402557E-05
1206.4651,1.5430820982117802E-05
2406.08316,1.5430535779176823E-05
1707.04926,1.542983036265946E-05
1902.04674,1.542885797059944E-05
1803.05657,1.5426807690383635E-05
1912.00589,1.54249325953882E-05
2002.09049,1.5424702936139282E-05
1805.07575,1.5424018702582136E-05
2007.12927,1.5421610596611596E-05
1612.05086,1.542133181430251E-05
2302.08575,1.542066091041884E-05
2004.05298,1.5419765282409392E-05
1806.01603,1.5418868228018198E-05
1908.09419,1.541851625925454E-05
2004.06341,1.5418472848396164E-05
2002.05809,1.5418219716523716E-05
1812.03719,1.5417948980304184E-05
2308.07126,1.5417902886506223E-05
2002.11896,1.541787712407693E-05
1707.08040,1.541787448606809E-05
1810.01008,1.5417619770641985E-05
1807.06530,1.5417256461560503E-05
2001.04533,1.540285627461671E-05
1806.03247,1.53999688051309E-05
1805.04948,1.5399968805130892E-05
2202.03376,1.5399813133118363E-05
2204.03601,1.5399406536976727E-05
0903.3045,1.5398332782440484E-05
2404.05545,1.5388620933093133E-05
2306.09273,1.5383033189309897E-05
2210.08964,1.5376052957912134E-05
2405.13729,1.53745225894053E-05
2207.10553,1.536835666743535E-05
2203.07902,1.53676287872101E-05
1502.00725,1.5365921865658767E-05
2310.17773,1.5361528128129066E-05
1311.1704,1.535635950426687E-05
1906.06329,1.5352683617746312E-05
1704.04133,1.5341731995605905E-05
1809.05884,1.5341504306456015E-05
1803.07067,1.5341009515456403E-05
1904.12901,1.5340396051550556E-05
2012.07430,1.5340227262155918E-05
1909.03772,1.534009294737211E-05
1810.01870,1.534009294737211E-05
2303.15464,1.5337138851802312E-05
2008.05789,1.5336357257578145E-05
2302.02503,1.533572606155578E-05
1705.06709,1.5335724807965686E-05
2306.07969,1.5335443219421798E-05
2106.02711,1.533329669659253E-05
2406.05533,1.5332643848683835E-05
2404.09932,1.5331490502265526E-05
2302.01571,1.5331364652709483E-05
1903.07291,1.533127921750739E-05
2308.05741,1.5331136723896716E-05
2410.23386,1.532999328133291E-05
1905.02876,1.5328579933740563E-05
2402.14810,1.5327656561704477E-05
2007.00977,1.532763897407116E-05
2404.12509,1.532734796674119E-05
2203.02554,1.5326700510184238E-05
1901.03732,1.5326692886286353E-05
2312.00101,1.532608492199268E-05
2411.06577,1.5323852094551716E-05
2208.03567,1.532369887740377E-05
1703.01101,1.5316618053815948E-05
2201.10523,1.531145088164534E-05
2210.00874,1.531113028662925E-05
2403.03218,1.5309428304236755E-05
2102.03357,1.5309273093957776E-05
2211.08525,1.530926524086817E-05
1701.06233,1.5301964671460637E-05
2410.07959,1.5296338235679313E-05
2308.00071,1.5296121816419653E-05
2307.03360,1.5295768749748895E-05
2012.01186,1.5295439877290275E-05
2404.02934,1.5294468466891577E-05
2112.09738,1.5294468466891577E-05
2410.05117,1.5293156813942827E-05
2312.07671,1.529188483149632E-05
2106.02356,1.5291069999212596E-05
1802.08855,1.5290329899802084E-05
2102.08184,1.528950039249671E-05
2301.13017,1.5287316596717366E-05
0101338,1.5286557518335767E-05
1904.01068,1.5284134350569377E-05
0701284,1.5282632665105367E-05
2304.02016,1.5275731992926534E-05
2209.05135,1.527523841722324E-05
1908.08674,1.5275082398987117E-05
2201.00969,1.5274777263653874E-05
2310.01783,1.5273171794070422E-05
2305.17531,1.5272660151505488E-05
1007.3096,1.527111544203149E-05
2401.13835,1.526706692354396E-05
2112.13166,1.5266738257493826E-05
2407.00108,1.5266727014935195E-05
2402.00234,1.5266401646136467E-05
1911.06747,1.5266401646136464E-05
1602.07714,1.5262416929003804E-05
1802.08760,1.526122692311254E-05
2312.01185,1.5260048768637765E-05
1401.1926,1.5257235225963045E-05
2302.06730,1.5253182106038504E-05
2403.07865,1.5243479331556133E-05
1911.07602,1.5242182799265402E-05
2010.01986,1.5236495606736634E-05
2003.09772,1.5235834655106391E-05
2409.06446,1.5235540920604008E-05
2202.11593,1.523440620882461E-05
1903.00750,1.523183970115841E-05
2407.02028,1.522748490220296E-05
2103.03872,1.5227385790147873E-05
2311.07715,1.5226072667316783E-05
1908.02138,1.5225213389605632E-05
1808.08609,1.52241211848354E-05
2407.02694,1.5223900966946272E-05
2404.00474,1.5222392403963448E-05
2211.11086,1.52217765316361E-05
2002.00557,1.522116443432923E-05
2309.17002,1.5220817342376016E-05
2010.04055,1.5216847831260423E-05
2111.12707,1.521583228532096E-05
2105.11694,1.5215814467503244E-05
2101.03553,1.5214574289639702E-05
1302.2767,1.5212073112223523E-05
2406.09520,1.5212022614004217E-05
2204.12263,1.5212014660964641E-05
2307.14298,1.5211369198012381E-05
2003.06499,1.5211369198012381E-05
2307.10422,1.5211003823164652E-05
1911.00997,1.5208608231768766E-05
2409.17091,1.5207068180710723E-05
2305.19454,1.5206804991711698E-05
2406.00645,1.5206255634349558E-05
2312.15359,1.5206117200656404E-05
2108.11032,1.5203684817762336E-05
2405.03501,1.5203554157473852E-05
2110.14171,1.5203326347886521E-05
2306.07874,1.5203299424734288E-05
2101.03697,1.5203175913784097E-05
2406.17415,1.520279744331831E-05
2207.01580,1.5202661968207296E-05
2409.17538,1.520113896065109E-05
2103.14230,1.5200733091968508E-05
2406.09250,1.5200492216683914E-05
1903.09880,1.5200296943424729E-05
2007.02515,1.5199899140759089E-05
2409.12963,1.5199760566328775E-05
2011.08341,1.5199502725051598E-05
2109.04617,1.519933293502607E-05
1709.05107,1.5199010051586033E-05
2401.06826,1.5198916374346907E-05
2410.12761,1.5198759291143578E-05
2310.01407,1.5198225636348719E-05
2209.14792,1.5197683277934938E-05
2310.18850,1.5197596535604725E-05
2206.09132,1.5197510080099041E-05
2101.11605,1.5197172905640808E-05
2312.11973,1.5197051735947702E-05
2011.07460,1.5197050092498216E-05
1901.11494,1.5197037625207854E-05
2312.03611,1.5196435952176238E-05
2303.05118,1.5196221244639281E-05
1905.07443,1.5195923233037476E-05
2210.13463,1.5195859015198567E-05
2205.13213,1.5195837727594203E-05
2207.12392,1.5195735339471772E-05
2405.07780,1.5195646442259334E-05
2312.06386,1.5195505361546451E-05
2411.00715,1.519547832379438E-05
2309.15135,1.5195387499631398E-05
2109.14910,1.5195372248657611E-05
1612.06704,1.5195207267972794E-05
2406.04949,1.5195185082311847E-05
2303.11884,1.5195110974493452E-05
2202.03482,1.5195078626310133E-05
2403.09857,1.5194885363938353E-05
2309.12706,1.5194778155872826E-05
2211.02578,1.5194440573690798E-05
1507.08750,1.5194389217473784E-05
2302.10586,1.5194193389696219E-05
2304.14473,1.5194166169856076E-05
2404.10433,1.5194130421300252E-05
2411.10063,1.5193992258919183E-05
2010.06307,1.5193905518518214E-05
2203.09064,1.5193880288492409E-05
2407.21311,1.5193866373284925E-05
2207.03337,1.5193856153031828E-05
2407.20062,1.5193836285517124E-05
1512.00570,1.5193815995251681E-05
2409.20398,1.5193790425475059E-05
2205.15761,1.5193735635508972E-05
2308.00549,1.5193698718025199E-05
1903.07593,1.519362931734965E-05
2304.01430,1.5193590887284914E-05
2206.06922,1.519355619965772E-05
1411.5328,1.5193276725768314E-05
2210.09452,1.519325645658736E-05
2305.15001,1.5193252738170607E-05
2106.15831,1.5193233951350619E-05
2306.04488,1.5193214057356676E-05
2104.13433,1.5193143733221671E-05
2208.04435,1.5193075202958857E-05
2308.02668,1.5192950900146966E-05
2312.06594,1.5192742894835876E-05
2410.14429,1.5192702720893183E-05
2405.13779,1.5192645232678684E-05
1707.06175,1.5192621715883382E-05
2407.16067,1.5192619374638627E-05
2309.00775,1.5192616616775587E-05
2410.23274,1.5192566407590775E-05
2310.19795,1.519246866812763E-05
2403.07362,1.5192163795282196E-05
2304.11598,1.5192129497125625E-05
2311.00048,1.5192128066822077E-05
2311.04894,1.5192057955861516E-05
2104.03736,1.519203802397502E-05
2404.03673,1.5192031187151675E-05
2309.07760,1.5192026673409151E-05
2308.16572,1.5192026303200282E-05
2312.13783,1.5192023988466215E-05
1511.05175,1.5192019683987834E-05
2111.03549,1.5191945703688102E-05
2404.05980,1.5191869383368086E-05
2207.00052,1.5191779413239995E-05
2405.13758,1.5191758331212823E-05
2312.00823,1.5191730104465447E-05
2404.02900,1.5191704275115927E-05
2011.12026,1.519168736982784E-05
2010.01401,1.5191649497449969E-05
2311.11420,1.5191540683686219E-05
2305.18362,1.519148207440028E-05
2411.03055,1.5191456392303392E-05
2011.14479,1.5191417061978222E-05
2407.05193,1.5191397454256907E-05
2306.09970,1.5191355325307783E-05
2211.13131,1.5191223067341227E-05
2311.14028,1.5191114801550596E-05
2303.09354,1.5191106327878953E-05
2306.11113,1.519109703323698E-05
2410.07858,1.5191052517160365E-05
2306.03400,1.5191008106592982E-05
2306.02744,1.5191008106592982E-05
2010.11422,1.5190934464150977E-05
2011.01112,1.5190887319327899E-05
2407.11078,1.5190851121519937E-05
2410.11324,1.519084270139263E-05
2010.08657,1.5190827860884222E-05
2206.06404,1.5190800747108064E-05
2103.05152,1.5190785678666732E-05
2111.00869,1.5190778978729301E-05
2410.11201,1.5190753365244966E-05
2407.11753,1.51907145476151E-05
2307.10237,1.5190540578872442E-05
2109.08049,1.5190508341540459E-05
2406.00704,1.5190501945646795E-05
2312.17274,1.5190496737472504E-05
2111.13424,1.5190490759847942E-05
2311.16122,1.5190482802204849E-05
2202.11359,1.5190459353479142E-05
2103.11372,1.5190445541917606E-05
2406.04323,1.5190444426090939E-05
1704.03039,1.5190440510006571E-05
1106.0357,1.5190342635112537E-05
2402.14551,1.5190286621707236E-05
1903.11701,1.5190251490506663E-05
2409.05395,1.5190227765206796E-05
1303.5403,1.5190212426912207E-05
2106.09051,1.5190195637456263E-05
2212.06096,1.5190195514905505E-05
2204.09920,1.519019316842288E-05
2402.06038,1.519016789358254E-05
2109.02820,1.5190167420806577E-05
2208.03961,1.5190157886181604E-05
2408.08058,1.5190157745668167E-05
2308.09971,1.5190155941663581E-05
2406.05038,1.519013511439263E-05
2012.13253,1.5190131928051832E-05
2010.12461,1.5190005933337331E-05
2308.03999,1.5189916521406191E-05
2207.11511,1.5189893011387905E-05
2007.06131,1.5189874307471378E-05
2408.10503,1.5189860859918775E-05
2108.10612,1.5189857129036993E-05
1703.09370,1.5189843105424488E-05
2209.15159,1.5189841982583762E-05
2106.03041,1.5189839560735824E-05
2105.10457,1.5189833439013545E-05
2203.15317,1.518982906589366E-05
2202.04237,1.5189825450812783E-05
2402.11733,1.51898247474862E-05
2204.10965,1.5189824740999583E-05
2111.14243,1.518982216781045E-05
2205.12050,1.5189815661229419E-05
2205.04064,1.5189815661229419E-05
2204.04545,1.5189547444105532E-05
2407.16789,1.5189545098885251E-05
2310.12031,1.518954508394078E-05
2003.06592,1.5189544940454316E-05
2305.07495,1.5189542184347208E-05
2404.16804,1.518954215664288E-05
2410.19847,1.5189539444463633E-05
2312.09997,1.5189534429474385E-05
2210.03289,1.5189525992917014E-05
2102.11560,1.5189524702993544E-05
2312.05975,1.5189524682818588E-05
2402.10334,1.5189515647023905E-05
2403.08536,1.518922723573552E-05
2403.00196,1.518922723573552E-05
2312.11929,1.518922723573552E-05
2311.18102,1.518922723573552E-05
2311.00056,1.518922723573552E-05
2310.09978,1.518922723573552E-05
2309.03671,1.518922723573552E-05
2309.01694,1.518922723573552E-05
2308.03495,1.518922723573552E-05
2306.07027,1.518922723573552E-05
2304.05350,1.518922723573552E-05
2209.15308,1.518922723573552E-05
2206.09575,1.518922723573552E-05
2206.03544,1.518922723573552E-05
2201.01971,1.518922723573552E-05
2112.09490,1.518922723573552E-05
2112.02891,1.518922723573552E-05
2107.08640,1.518922723573552E-05
2104.10984,1.518922723573552E-05
2011.13265,1.518922723573552E-05
2009.11577,1.518922723573552E-05
2008.10960,1.518922723573552E-05
1703.10571,1.518922723573552E-05
2410.13193,1.5189227235735514E-05
2410.05233,1.5189227235735514E-05
2409.03043,1.5189227235735514E-05
2408.13284,1.5189227235735514E-05
