,cs.AI,cs.AR,cs.CC,cs.CE,cs.CG,cs.CL,cs.CR,cs.CV,cs.CY,cs.DB,cs.DC,cs.DL,cs.DM,cs.DS,cs.ET,cs.FL,cs.GL,cs.GR,cs.GT,cs.HC,cs.IR,cs.IT,cs.LG,cs.LO,cs.MA,cs.MM,cs.MS,cs.NA,cs.NE,cs.NI,cs.OH,cs.OS,cs.PF,cs.PL,cs.RO,cs.SC,cs.SD,cs.SE,cs.SI,cs.SY
cs.AI,316,1,4,5,1,80,5,35,27,19,5,4,1,11,3,1,0,0,14,24,12,6,209,28,9,1,0,0,13,4,0,0,0,9,32,0,2,19,7,1
cs.AR,0,67,0,1,0,0,3,1,0,0,12,0,0,0,2,0,0,0,0,0,0,3,10,1,0,0,0,0,3,4,2,0,0,0,1,0,0,5,0,0
cs.CC,0,0,32,0,3,0,2,0,0,0,1,0,8,14,0,6,0,0,0,0,0,6,1,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
cs.CE,2,1,0,60,0,1,0,9,2,0,6,0,1,2,1,0,0,3,1,3,0,3,44,1,1,0,2,1,5,1,0,0,0,0,5,0,1,3,4,5
cs.CG,1,0,2,1,36,0,1,7,0,1,1,1,7,9,0,0,0,3,0,0,1,2,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
cs.CL,58,0,0,0,0,1680,12,103,12,7,0,2,1,1,0,2,0,0,0,18,37,2,122,4,2,0,0,0,0,0,0,0,0,2,3,0,24,19,14,0
cs.CR,7,7,2,0,1,12,631,31,19,4,20,1,1,5,0,1,0,0,4,7,2,22,67,3,1,3,0,0,0,24,1,0,0,3,2,0,1,25,4,5
cs.CV,17,3,0,4,3,121,27,3257,3,2,3,0,1,2,0,0,0,8,0,11,11,8,316,0,0,5,1,1,3,1,2,0,0,0,71,0,11,2,0,0
cs.CY,24,0,0,3,0,30,24,10,192,5,4,9,0,0,0,0,0,0,0,43,4,0,24,0,2,1,1,0,1,9,2,0,0,0,2,0,0,22,30,1
cs.DB,17,1,0,0,2,14,8,3,6,113,22,1,0,11,0,0,0,0,0,2,5,0,25,7,0,0,0,0,0,1,0,0,0,2,1,0,0,8,1,0
cs.DC,4,10,0,0,1,0,26,4,9,13,242,0,0,13,0,0,0,0,3,3,1,6,43,6,1,0,3,2,4,23,0,1,2,6,5,1,0,22,5,1
cs.DL,1,0,0,0,0,12,2,1,4,6,1,92,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0
cs.DM,3,0,4,0,7,1,1,0,2,1,1,0,25,29,0,3,0,0,2,1,0,12,1,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0
cs.DS,9,0,5,1,4,2,2,6,0,9,13,0,9,128,0,0,0,0,11,0,0,5,25,1,0,0,0,1,1,3,0,0,1,1,1,1,0,2,7,1
cs.ET,0,8,0,2,0,0,3,1,3,0,3,0,0,0,33,0,0,0,1,0,0,7,15,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0
cs.FL,1,0,3,0,1,2,0,0,0,0,1,0,3,3,2,49,0,0,1,0,0,1,4,15,0,0,0,0,0,0,0,0,0,4,1,1,0,3,0,1
cs.GL,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cs.GR,0,0,0,2,5,1,0,33,0,1,2,0,0,1,0,0,0,15,0,4,0,2,5,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,1
cs.GT,12,0,1,0,0,0,3,0,1,0,1,0,0,6,0,2,0,0,169,1,1,13,20,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1
cs.HC,27,0,0,0,0,23,9,26,46,2,2,5,0,0,0,0,0,7,2,253,10,1,15,0,0,1,0,0,1,3,0,0,0,3,23,0,6,18,10,0
cs.IR,11,0,0,0,0,80,2,12,13,14,0,8,0,2,0,0,0,0,1,4,216,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0
cs.IT,3,1,3,3,1,2,14,11,1,0,11,3,5,4,1,0,0,0,2,0,0,946,42,2,0,2,0,1,3,68,1,0,0,0,1,0,3,1,4,5
cs.LG,73,13,3,9,3,98,50,231,12,9,18,0,0,8,2,0,0,2,12,16,13,32,2486,1,7,0,0,0,27,8,0,0,0,2,46,1,11,24,19,6
cs.LO,25,1,9,1,2,1,9,2,1,3,5,2,3,5,1,8,0,0,2,2,0,1,6,184,0,0,0,0,0,2,0,0,0,22,0,1,0,17,2,0
cs.MA,18,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,0,0,9,1,0,3,19,2,23,0,0,0,0,2,1,0,0,0,15,0,0,1,2,5
